t,alder,p_i_live,indbetaling_dkk,udbetaling_dkk,omkostning_dkk,faktisk_udgift_dkk,omkostningsresultat_dkk,enhedspris,betinget_aldersopsparing_dkk,betinget_ratepension_dkk,betinget_livrente_dkk,betinget_depot_dkk,forventet_aldersopsparing_dkk,forventet_ratepension_dkk,forventet_livrente_dkk,forventet_depot_dkk,b_aldersopsparing,b_ratepension,b_livrente,b_omkostning
0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,220000.0,330000.0,550000.0,1100000.0,220000.0,330000.0,550000.0,1100000.0,0.0,0.0,0.0,0.0
0.08333333333333333,60.083333333333336,0.999220311945986,4000.0,0.0,475.0,316.66666666666663,158.33333333333337,100.40741237836484,221604.17948967015,332406.26923450513,554010.4487241753,1108020.8974483507,221431.3973582025,332147.0960373036,553578.4933955062,1107156.9867910123,-9600.0,-14400.0,-24000.0,5700.0
0.16666666666666666,60.166666666666664,0.9984356801681104,4000.0,0.0,478.3420406034794,318.6718910287543,159.6701495747251,100.8164846051901,223214.22347385416,334821.33521078125,558035.5586846354,1116071.1173692709,222865.04503731415,334297.56755597127,557162.6125932854,1114325.2251865708,-9600.0,-14400.0,-24000.0,5740.104487241753
0.25,60.25,0.9976460754787229,4000.0,0.0,481.69629890386284,320.68444600898437,161.01185289487847,101.22722344290393,224830.1533917342,337245.2300876013,562075.3834793355,1124150.766958671,224300.9201805429,336451.38027081435,560752.3004513572,1121504.6009027143,-9600.0,-14400.0,-24000.0,5780.3555868463545
0.3333333333333333,60.333333333333336,0.9968514685807617,4000.0,0.0,485.0628195661129,322.7043584063344,162.35846115977853,101.63963568148534,226451.99076086847,339677.98614130274,566129.9769021712,1132259.9538043425,225738.99955300882,338608.49932951323,564347.498882522,1128694.9977650442,-9600.0,-14400.0,-24000.0,5820.753834793355
0.41666666666666663,60.416666666666664,0.9960518300683825,4000.0,0.0,488.44164741847595,324.7316551177522,163.70999230072374,102.05372813857663,228079.75717747852,342119.6357662178,570199.3929436964,1140398.7858873927,227179.2595381798,340768.88930726965,567948.1488454494,1135896.2976908989,-9600.0,-14400.0,-24000.0,5861.299769021712
0.49999999999999994,60.5,0.9952471304276104,4000.0,0.0,491.83282745308026,326.76636313851486,165.0664643145654,102.46950765959599,229713.47431673636,344570.21147510456,574283.6857918409,1148567.3715836818,228621.67613428843,342932.5142014327,571554.1903357211,1143108.3806714423,-9600.0,-14400.0,-24000.0,5901.993929436963
0.5833333333333333,60.583333333333336,0.9944373400370148,4000.0,0.0,495.23640482653406,328.8085095625871,166.42789526394694,102.88698111785068,231353.16393305318,347029.7458995798,578382.909832633,1156765.819665266,230066.22495073284,345099.3374260992,575165.5623768321,1150331.1247536642,-9600.0,-14400.0,-24000.0,5942.836857918409
0.6666666666666666,60.666666666666664,0.993622429168407,4000.0,0.0,498.65242486052745,330.85812158298313,167.79430327754432,103.30615541465069,232998.84786036913,349498.27179055376,582497.119650923,1164994.239301846,231512.88120446008,347269.3218066902,578782.2030111504,1157564.4060223007,-9600.0,-14400.0,-24000.0,5983.82909832633
0.75,60.75,0.9928023679875616,4000.0,0.0,502.08093304243573,332.9152264921281,169.16570655030762,103.72703747942278,234650.548012444,351975.8220186661,586626.3700311101,1173252.74006222,232961.6197163334,349442.4295745002,582404.0492908336,1164808.098581667,-9600.0,-14400.0,-24000.0,6024.971196509229
0.8333333333333334,60.833333333333336,0.9919771265549611,4000.0,0.0,505.5219750259251,334.9798516822217,170.5421233437034,104.14963426982509,236308.28638314904,354462.42957472365,590770.7159578728,1181541.4319157456,234412.414907483,351618.6223612246,586031.0372687078,1172062.0745374155,-9600.0,-14400.0,-24000.0,6066.263700311101
0.9166666666666667,60.916666666666664,0.991146674826565,4000.0,0.0,508.9755966315607,337.05202464560307,171.9235719859576,104.57395277186205,237972.08504675972,356958.12757013965,594930.2126168995,1189860.425233799,235865.24079564045,353797.8611934607,589663.1019891013,1179326.2039782025,-9600.0,-14400.0,-24000.0,6107.707159578728
